gocam,sizes
http://model.geneontology.org/R-HSA-5663220,7
http://model.geneontology.org/R-HSA-111997,7
http://model.geneontology.org/R-HSA-77346,7
http://model.geneontology.org/R-HSA-9027283,7
http://model.geneontology.org/R-HSA-6804759,7
http://model.geneontology.org/R-HSA-6807004,7
http://model.geneontology.org/R-HSA-877300,7
http://model.geneontology.org/R-HSA-2122947,7
http://model.geneontology.org/60ad85f700002694,7
http://model.geneontology.org/627d95ee00001405,7
http://model.geneontology.org/623d156d00000290,7
http://model.geneontology.org/61b2b68300000000,7
http://model.geneontology.org/R-HSA-947581,7
http://model.geneontology.org/60ff660000000917,7
http://model.geneontology.org/R-HSA-400253,7
http://model.geneontology.org/5fadbcf000001962,7
http://model.geneontology.org/60ff660000000897,7
http://model.geneontology.org/R-HSA-2559586,7
http://model.geneontology.org/5fce9b7300002336,7
http://model.geneontology.org/R-HSA-69541,7
http://model.geneontology.org/5fadbcf000000868,7
http://model.geneontology.org/622aace900000962,7
http://model.geneontology.org/R-HSA-8878166,7
http://model.geneontology.org/5fadbcf000002042,7
http://model.geneontology.org/627d95ee00000955,7
http://model.geneontology.org/R-HSA-73856,7
http://model.geneontology.org/R-HSA-9027307,7
